[2026-02-20 23:59:12], [INFO], [ENGINE], Running 5 flags on 1 companies for 1 quarter(s)
[2026-02-21 12:14:29], [INFO], [RELIANCE], Analyzing RELIANCE
[2026-02-21 12:14:29], [DEBUG], [RELIANCE], No flags detected for RELIANCE
[2026-02-21 12:14:29], [INFO], [TCS], Analyzing TCS
[2026-02-21 12:14:29], [DEBUG], [TCS], No flags detected for TCS
[2026-02-21 12:14:29], [INFO], [INFY], Analyzing INFY
[2026-02-21 12:14:29], [DEBUG], [INFY], No flags detected for INFY
[2026-02-21 12:14:29], [INFO], [HINDUNILVR], Analyzing HINDUNILVR
[2026-02-21 12:14:29], [DEBUG], [HINDUNILVR], No flags detected for HINDUNILVR
[2026-02-21 12:14:29], [INFO], [BHARTIARTL], Analyzing BHARTIARTL
[2026-02-21 12:14:29], [INFO], [BHARTIARTL], F4 [FY2025 Q2]: BHARTIARTL: Low Interest Coverage Ratio of 1.89x in FY2025 Q2 (Threshold: 2.5x).
[2026-02-21 12:14:29], [INFO], [BHARTIARTL], F4 [FY2025 Q1]: BHARTIARTL: Low Interest Coverage Ratio of 1.99x in FY2025 Q1 (Threshold: 2.5x).
[2026-02-21 12:14:29], [INFO], [ITC], Analyzing ITC
[2026-02-21 12:14:29], [INFO], [ITC], F1 [FY2026 Annual]: ITC: OCF below Net Profit in 2/3 recent years.
[2026-02-21 12:14:29], [INFO], [ITC], F1 [FY2025 Annual]: ITC: OCF below Net Profit in 2/3 recent years.
[2026-02-21 12:14:29], [DEBUG], [ITC], No flags detected for ITC
[2026-02-21 12:14:29], [INFO], [LT], Analyzing LT
[2026-02-21 12:14:29], [DEBUG], [LT], No flags detected for LT
[2026-02-21 12:14:29], [INFO], [BAJFINANCE], Analyzing BAJFINANCE
[2026-02-21 12:14:29], [INFO], [BAJFINANCE], F1 [FY2026 Annual]: BAJFINANCE: OCF below Net Profit in 3/3 recent years.
[2026-02-21 12:14:29], [INFO], [BAJFINANCE], F2 [FY2026 Annual]: BAJFINANCE: Negative Free Cash Flow for last 3 consecutive years.
[2026-02-21 12:14:29], [INFO], [BAJFINANCE], F4 [FY2026 Q3]: BAJFINANCE: Low Interest Coverage Ratio of 1.74x in FY2026 Q3 (Threshold: 2.5x).
[2026-02-21 12:14:29], [INFO], [BAJFINANCE], F4 [FY2026 Q2]: BAJFINANCE: Low Interest Coverage Ratio of 1.94x in FY2026 Q2 (Threshold: 2.5x).
[2026-02-21 12:14:29], [INFO], [BAJFINANCE], F4 [FY2026 Q1]: BAJFINANCE: Low Interest Coverage Ratio of 1.92x in FY2026 Q1 (Threshold: 2.5x).
[2026-02-21 12:14:29], [INFO], [BAJFINANCE], F1 [FY2025 Annual]: BAJFINANCE: OCF below Net Profit in 3/3 recent years.
[2026-02-21 12:14:29], [INFO], [BAJFINANCE], F2 [FY2025 Annual]: BAJFINANCE: Negative Free Cash Flow for last 3 consecutive years.
[2026-02-21 12:14:29], [INFO], [BAJFINANCE], F4 [FY2025 Q4]: BAJFINANCE: Low Interest Coverage Ratio of 1.86x in FY2025 Q4 (Threshold: 2.5x).
[2026-02-21 12:14:29], [INFO], [BAJFINANCE], F4 [FY2025 Annual]: BAJFINANCE: Low Interest Coverage Ratio of 1.89x in 2025 (Threshold: 2.5x).
[2026-02-21 12:14:29], [INFO], [BAJFINANCE], F4 [FY2025 Q3]: BAJFINANCE: Low Interest Coverage Ratio of 1.90x in FY2025 Q3 (Threshold: 2.5x).
[2026-02-21 12:14:29], [INFO], [BAJFINANCE], F4 [FY2025 Q2]: BAJFINANCE: Low Interest Coverage Ratio of 1.88x in FY2025 Q2 (Threshold: 2.5x).
[2026-02-21 12:14:29], [INFO], [BAJFINANCE], F4 [FY2025 Q1]: BAJFINANCE: Low Interest Coverage Ratio of 1.93x in FY2025 Q1 (Threshold: 2.5x).
[2026-02-21 12:14:29], [INFO], [ASIANPAINT], Analyzing ASIANPAINT
[2026-02-21 12:14:29], [DEBUG], [ASIANPAINT], No flags detected for ASIANPAINT
[2026-02-21 12:14:29], [INFO], [MARUTI], Analyzing MARUTI
[2026-02-21 12:14:29], [DEBUG], [MARUTI], No flags detected for MARUTI
[2026-02-21 12:14:29], [INFO], [HCLTECH], Analyzing HCLTECH
[2026-02-21 12:14:29], [DEBUG], [HCLTECH], No flags detected for HCLTECH
[2026-02-21 12:14:29], [INFO], [TITAN], Analyzing TITAN
[2026-02-21 12:14:29], [DEBUG], [TITAN], No flags detected for TITAN
[2026-02-21 12:14:29], [INFO], [SUNPHARMA], Analyzing SUNPHARMA
[2026-02-21 12:14:29], [DEBUG], [SUNPHARMA], No flags detected for SUNPHARMA
[2026-02-21 12:14:29], [INFO], [ULTRACEMCO], Analyzing ULTRACEMCO
[2026-02-21 12:14:30], [DEBUG], [ULTRACEMCO], No flags detected for ULTRACEMCO
[2026-02-21 12:14:30], [INFO], [NESTLEIND], Analyzing NESTLEIND
[2026-02-21 12:14:30], [DEBUG], [NESTLEIND], No flags detected for NESTLEIND
[2026-02-21 12:14:30], [INFO], [WIPRO], Analyzing WIPRO
[2026-02-21 12:14:30], [DEBUG], [WIPRO], No flags detected for WIPRO
[2026-02-21 12:14:30], [INFO], [NTPC], Analyzing NTPC
[2026-02-21 12:14:30], [DEBUG], [NTPC], No flags detected for NTPC
[2026-02-21 12:14:30], [INFO], [POWERGRID], Analyzing POWERGRID
[2026-02-21 12:14:30], [DEBUG], [POWERGRID], No flags detected for POWERGRID
[2026-02-21 12:14:30], [INFO], [TATASTEEL], Analyzing TATASTEEL
[2026-02-21 12:14:30], [INFO], [TATASTEEL], F3 [FY2026 Annual]: TATASTEEL: Revenue fell 5.8% while Debt rose 2.6% in 2024 vs 2023.
[2026-02-21 12:14:30], [INFO], [TATASTEEL], F3 [FY2025 Annual]: TATASTEEL: Revenue fell 5.8% while Debt rose 2.6% in 2024 vs 2023.
[2026-02-21 12:14:30], [INFO], [TATASTEEL], F4 [FY2025 Q3]: TATASTEEL: Low Interest Coverage Ratio of 2.10x in FY2025 Q3 (Threshold: 2.5x).
[2026-02-21 12:14:30], [INFO], [TATASTEEL], F4 [FY2025 Q2]: TATASTEEL: Low Interest Coverage Ratio of 2.19x in FY2025 Q2 (Threshold: 2.5x).
[2026-02-21 12:14:30], [INFO], [TATASTEEL], F4 [FY2025 Q1]: TATASTEEL: Low Interest Coverage Ratio of 2.29x in FY2025 Q1 (Threshold: 2.5x).
[2026-02-21 12:14:30], [INFO], [TECHM], Analyzing TECHM
[2026-02-21 12:14:30], [DEBUG], [TECHM], No flags detected for TECHM
[2026-02-21 12:14:30], [INFO], [ADANIPORTS], Analyzing ADANIPORTS
[2026-02-21 12:14:30], [DEBUG], [ADANIPORTS], No flags detected for ADANIPORTS
[2026-02-21 12:14:30], [INFO], [BAJAJFINSV], Analyzing BAJAJFINSV
[2026-02-21 12:14:30], [INFO], [BAJAJFINSV], F1 [FY2026 Annual]: BAJAJFINSV: OCF below Net Profit in 3/3 recent years.
[2026-02-21 12:14:30], [INFO], [BAJAJFINSV], F2 [FY2026 Annual]: BAJAJFINSV: Negative Free Cash Flow for last 3 consecutive years.
[2026-02-21 12:14:30], [INFO], [BAJAJFINSV], F1 [FY2025 Annual]: BAJAJFINSV: OCF below Net Profit in 3/3 recent years.
[2026-02-21 12:14:30], [INFO], [BAJAJFINSV], F2 [FY2025 Annual]: BAJAJFINSV: Negative Free Cash Flow for last 3 consecutive years.
[2026-02-21 12:14:30], [INFO], [BAJAJFINSV], F4 [FY2025 Q3]: BAJAJFINSV: Low Interest Coverage Ratio of 1.93x in FY2025 Q3 (Threshold: 2.5x).
[2026-02-21 12:14:30], [INFO], [BAJAJFINSV], F4 [FY2025 Q2]: BAJAJFINSV: Low Interest Coverage Ratio of 1.99x in FY2025 Q2 (Threshold: 2.5x).
[2026-02-21 12:14:30], [INFO], [BAJAJFINSV], F4 [FY2025 Q1]: BAJAJFINSV: Low Interest Coverage Ratio of 2.07x in FY2025 Q1 (Threshold: 2.5x).
[2026-02-21 12:14:30], [INFO], [ONGC], Analyzing ONGC
[2026-02-21 12:14:30], [DEBUG], [ONGC], No flags detected for ONGC
[2026-02-21 12:14:30], [INFO], [JSWSTEEL], Analyzing JSWSTEEL
[2026-02-21 12:14:30], [INFO], [JSWSTEEL], F4 [FY2025 Q3]: JSWSTEEL: Low Interest Coverage Ratio of 1.54x in FY2025 Q3 (Threshold: 2.5x).
[2026-02-21 12:14:30], [INFO], [JSWSTEEL], F5 [FY2025 Q3]: JSWSTEEL: Net Profit collapsed by 74.0% from FY2024 Q3 to FY2025 Q3.
[2026-02-21 12:14:30], [INFO], [JSWSTEEL], F4 [FY2025 Q2]: JSWSTEEL: Low Interest Coverage Ratio of 1.53x in FY2025 Q2 (Threshold: 2.5x).
[2026-02-21 12:14:30], [INFO], [JSWSTEEL], F5 [FY2025 Q2]: JSWSTEEL: Net Profit collapsed by 75.6% from FY2024 Q2 to FY2025 Q2.
[2026-02-21 12:14:30], [INFO], [JSWSTEEL], F4 [FY2025 Q1]: JSWSTEEL: Low Interest Coverage Ratio of 1.67x in FY2025 Q1 (Threshold: 2.5x).
[2026-02-21 12:14:30], [INFO], [JSWSTEEL], F5 [FY2025 Q1]: JSWSTEEL: Net Profit collapsed by 64.3% from FY2024 Q1 to FY2025 Q1.
[2026-02-21 12:14:30], [INFO], [COALINDIA], Analyzing COALINDIA
[2026-02-21 12:14:30], [DEBUG], [COALINDIA], No flags detected for COALINDIA
[2026-02-21 12:14:30], [INFO], [LTIM], Analyzing LTIM
[2026-02-21 12:14:30], [DEBUG], [LTIM], No flags detected for LTIM
[2026-02-21 12:14:30], [INFO], [HINDALCO], Analyzing HINDALCO
[2026-02-21 12:14:30], [DEBUG], [HINDALCO], No flags detected for HINDALCO
[2026-02-21 12:14:30], [INFO], [GRASIM], Analyzing GRASIM
[2026-02-21 12:14:30], [INFO], [GRASIM], F1 [FY2026 Annual]: GRASIM: OCF below Net Profit in 3/3 recent years.
[2026-02-21 12:14:30], [INFO], [GRASIM], F2 [FY2026 Annual]: GRASIM: Negative Free Cash Flow for last 3 consecutive years.
[2026-02-21 12:14:30], [INFO], [GRASIM], F1 [FY2025 Annual]: GRASIM: OCF below Net Profit in 3/3 recent years.
[2026-02-21 12:14:30], [INFO], [GRASIM], F2 [FY2025 Annual]: GRASIM: Negative Free Cash Flow for last 3 consecutive years.
[2026-02-21 12:14:30], [INFO], [GRASIM], F5 [FY2025 Q2]: GRASIM: Net Profit collapsed by 66.5% from FY2024 Q2 to FY2025 Q2.
[2026-02-21 12:14:30], [DEBUG], [GRASIM], No flags detected for GRASIM
[2026-02-21 12:14:30], [INFO], [DIVISLAB], Analyzing DIVISLAB
[2026-02-21 12:14:30], [INFO], [DIVISLAB], F1 [FY2026 Annual]: DIVISLAB: OCF below Net Profit in 2/3 recent years.
[2026-02-21 12:14:30], [INFO], [DIVISLAB], F1 [FY2025 Annual]: DIVISLAB: OCF below Net Profit in 2/3 recent years.
[2026-02-21 12:14:30], [DEBUG], [DIVISLAB], No flags detected for DIVISLAB
[2026-02-21 12:14:30], [INFO], [DRREDDY], Analyzing DRREDDY
[2026-02-21 12:14:30], [DEBUG], [DRREDDY], No flags detected for DRREDDY
[2026-02-21 12:14:30], [INFO], [CIPLA], Analyzing CIPLA
[2026-02-21 12:14:30], [DEBUG], [CIPLA], No flags detected for CIPLA
[2026-02-21 12:14:30], [INFO], [APOLLOHOSP], Analyzing APOLLOHOSP
[2026-02-21 12:14:30], [DEBUG], [APOLLOHOSP], No flags detected for APOLLOHOSP
[2026-02-21 12:14:30], [INFO], [EICHERMOT], Analyzing EICHERMOT
[2026-02-21 12:14:30], [INFO], [EICHERMOT], F1 [FY2026 Annual]: EICHERMOT: OCF below Net Profit in 3/3 recent years.
[2026-02-21 12:14:30], [INFO], [EICHERMOT], F1 [FY2025 Annual]: EICHERMOT: OCF below Net Profit in 3/3 recent years.
[2026-02-21 12:14:30], [DEBUG], [EICHERMOT], No flags detected for EICHERMOT
[2026-02-21 12:14:30], [INFO], [TATACONSUM], Analyzing TATACONSUM
[2026-02-21 12:14:30], [DEBUG], [TATACONSUM], No flags detected for TATACONSUM
[2026-02-21 12:14:30], [INFO], [BPCL], Analyzing BPCL
[2026-02-21 12:14:30], [INFO], [BPCL], F5 [FY2025 Q2]: BPCL: Net Profit collapsed by 72.1% from FY2024 Q2 to FY2025 Q2.
[2026-02-21 12:14:30], [INFO], [BPCL], F5 [FY2025 Q1]: BPCL: Net Profit collapsed by 73.3% from FY2024 Q1 to FY2025 Q1.
[2026-02-21 12:14:30], [INFO], [BAJAJ-AUTO], Analyzing BAJAJ-AUTO
[2026-02-21 12:14:30], [INFO], [BAJAJ-AUTO], F1 [FY2026 Annual]: BAJAJ-AUTO: OCF below Net Profit in 3/3 recent years.
[2026-02-21 12:14:30], [INFO], [BAJAJ-AUTO], F1 [FY2025 Annual]: BAJAJ-AUTO: OCF below Net Profit in 3/3 recent years.
[2026-02-21 12:14:30], [INFO], [BAJAJ-AUTO], F5 [FY2025 Q3]: BAJAJ-AUTO: Net Profit collapsed by 61.5% from FY2024 Q3 to FY2025 Q3.
[2026-02-21 12:14:30], [DEBUG], [BAJAJ-AUTO], No flags detected for BAJAJ-AUTO
[2026-02-21 12:14:30], [INFO], [BRITANNIA], Analyzing BRITANNIA
[2026-02-21 12:14:30], [DEBUG], [BRITANNIA], No flags detected for BRITANNIA
[2026-02-21 12:14:30], [INFO], [HEROMOTOCO], Analyzing HEROMOTOCO
[2026-02-21 12:14:30], [INFO], [HEROMOTOCO], F1 [FY2026 Annual]: HEROMOTOCO: OCF below Net Profit in 2/3 recent years.
[2026-02-21 12:14:30], [INFO], [HEROMOTOCO], F1 [FY2025 Annual]: HEROMOTOCO: OCF below Net Profit in 2/3 recent years.
[2026-02-21 12:14:30], [DEBUG], [HEROMOTOCO], No flags detected for HEROMOTOCO
[2026-02-21 12:14:30], [INFO], [ADANIENT], Analyzing ADANIENT
[2026-02-21 12:14:30], [INFO], [ADANIENT], F3 [FY2026 Annual]: ADANIENT: Revenue fell 29.6% while Debt rose 30.8% in 2024 vs 2023.
[2026-02-21 12:14:30], [INFO], [ADANIENT], F3 [FY2025 Annual]: ADANIENT: Revenue fell 29.6% while Debt rose 30.8% in 2024 vs 2023.
[2026-02-21 12:14:30], [INFO], [ADANIENT], F4 [FY2025 Q3]: ADANIENT: Low Interest Coverage Ratio of 1.27x in FY2025 Q3 (Threshold: 2.5x).
[2026-02-21 12:14:30], [INFO], [ADANIENT], F5 [FY2025 Q3]: ADANIENT: Net Profit collapsed by 96.9% from FY2024 Q3 to FY2025 Q3.
[2026-02-21 12:14:30], [DEBUG], [ADANIENT], No flags detected for ADANIENT
[2026-02-21 12:14:30], [INFO], [SHRIRAMFIN], Analyzing SHRIRAMFIN
[2026-02-21 12:14:30], [INFO], [SHRIRAMFIN], F4 [FY2025 Q3]: SHRIRAMFIN: Low Interest Coverage Ratio of 1.74x in FY2025 Q3 (Threshold: 2.5x).
[2026-02-21 12:14:30], [INFO], [SHRIRAMFIN], F4 [FY2025 Q2]: SHRIRAMFIN: Low Interest Coverage Ratio of 1.64x in FY2025 Q2 (Threshold: 2.5x).
[2026-02-21 12:14:30], [INFO], [SHRIRAMFIN], F4 [FY2025 Q1]: SHRIRAMFIN: Low Interest Coverage Ratio of 1.65x in FY2025 Q1 (Threshold: 2.5x).
[2026-02-21 12:14:30], [INFO], [HDFCBANK], Analyzing HDFCBANK
[2026-02-21 12:14:30], [INFO], [HDFCBANK], F4 [FY2025 Q3]: HDFCBANK: Low Interest Coverage Ratio of 1.51x in FY2025 Q3 (Threshold: 2.5x).
[2026-02-21 12:14:30], [INFO], [HDFCBANK], F4 [FY2025 Q2]: HDFCBANK: Low Interest Coverage Ratio of 1.51x in FY2025 Q2 (Threshold: 2.5x).
[2026-02-21 12:14:30], [INFO], [HDFCBANK], F4 [FY2025 Q1]: HDFCBANK: Low Interest Coverage Ratio of 1.51x in FY2025 Q1 (Threshold: 2.5x).
[2026-02-21 12:14:30], [INFO], [ICICIBANK], Analyzing ICICIBANK
[2026-02-21 12:14:30], [INFO], [ICICIBANK], F4 [FY2025 Q3]: ICICIBANK: Low Interest Coverage Ratio of 1.82x in FY2025 Q3 (Threshold: 2.5x).
[2026-02-21 12:14:30], [INFO], [ICICIBANK], F4 [FY2025 Q2]: ICICIBANK: Low Interest Coverage Ratio of 1.83x in FY2025 Q2 (Threshold: 2.5x).
[2026-02-21 12:14:30], [INFO], [ICICIBANK], F4 [FY2025 Q1]: ICICIBANK: Low Interest Coverage Ratio of 1.79x in FY2025 Q1 (Threshold: 2.5x).
[2026-02-21 12:14:30], [INFO], [SBIN], Analyzing SBIN
[2026-02-21 12:14:30], [INFO], [SBIN], F4 [FY2025 Q3]: SBIN: Low Interest Coverage Ratio of 1.36x in FY2025 Q3 (Threshold: 2.5x).
[2026-02-21 12:14:30], [INFO], [SBIN], F4 [FY2025 Q2]: SBIN: Low Interest Coverage Ratio of 1.37x in FY2025 Q2 (Threshold: 2.5x).
[2026-02-21 12:14:30], [INFO], [SBIN], F4 [FY2025 Q1]: SBIN: Low Interest Coverage Ratio of 1.37x in FY2025 Q1 (Threshold: 2.5x).
[2026-02-21 12:14:30], [INFO], [AXISBANK], Analyzing AXISBANK
[2026-02-21 12:14:30], [INFO], [AXISBANK], F4 [FY2025 Q3]: AXISBANK: Low Interest Coverage Ratio of 1.50x in FY2025 Q3 (Threshold: 2.5x).
[2026-02-21 12:14:30], [INFO], [AXISBANK], F4 [FY2025 Q2]: AXISBANK: Low Interest Coverage Ratio of 1.52x in FY2025 Q2 (Threshold: 2.5x).
[2026-02-21 12:14:30], [INFO], [AXISBANK], F4 [FY2025 Q1]: AXISBANK: Low Interest Coverage Ratio of 1.50x in FY2025 Q1 (Threshold: 2.5x).
[2026-02-21 12:14:30], [INFO], [KOTAKBANK], Analyzing KOTAKBANK
[2026-02-21 12:14:30], [INFO], [KOTAKBANK], F4 [FY2025 Q3]: KOTAKBANK: Low Interest Coverage Ratio of 1.93x in FY2025 Q3 (Threshold: 2.5x).
[2026-02-21 12:14:30], [INFO], [KOTAKBANK], F4 [FY2025 Q2]: KOTAKBANK: Low Interest Coverage Ratio of 2.18x in FY2025 Q2 (Threshold: 2.5x).
[2026-02-21 12:14:30], [INFO], [KOTAKBANK], F4 [FY2025 Q1]: KOTAKBANK: Low Interest Coverage Ratio of 2.39x in FY2025 Q1 (Threshold: 2.5x).
[2026-02-21 12:14:30], [INFO], [INDUSINDBK], Analyzing INDUSINDBK
[2026-02-21 12:14:30], [INFO], [INDUSINDBK], F4 [FY2025 Q3]: INDUSINDBK: Low Interest Coverage Ratio of 1.29x in FY2025 Q3 (Threshold: 2.5x).
[2026-02-21 12:14:30], [INFO], [INDUSINDBK], F4 [FY2025 Q2]: INDUSINDBK: Low Interest Coverage Ratio of 1.32x in FY2025 Q2 (Threshold: 2.5x).
[2026-02-21 12:14:30], [INFO], [INDUSINDBK], F4 [FY2025 Q1]: INDUSINDBK: Low Interest Coverage Ratio of 1.41x in FY2025 Q1 (Threshold: 2.5x).
[2026-02-21 12:14:30], [INFO], [TMPV], Analyzing TMPV
[2026-02-21 12:14:30], [INFO], [TMPV], F5 [FY2025 Annual]: TMPV: Net Profit collapsed by 82.5% from 2024 to 2025.
[2026-02-21 12:14:30], [DEBUG], [TMPV], No flags detected for TMPV
[2026-02-21 12:14:30], [INFO], [M&M], Analyzing M&M
[2026-02-21 12:14:30], [DEBUG], [M&M], No flags detected for M&M
[2026-02-21 12:14:30], [INFO], [360ONE], Analyzing 360ONE
[2026-02-21 12:14:30], [INFO], [360ONE], F1 [FY2026 Annual]: 360ONE: OCF below Net Profit in 2/3 recent years.
[2026-02-21 12:14:30], [INFO], [360ONE], F1 [FY2025 Annual]: 360ONE: OCF below Net Profit in 2/3 recent years.
[2026-02-21 12:14:30], [INFO], [360ONE], F4 [FY2025 Q2]: 360ONE: Low Interest Coverage Ratio of 2.39x in FY2025 Q2 (Threshold: 2.5x).
[2026-02-21 12:14:30], [DEBUG], [360ONE], No flags detected for 360ONE
[2026-02-21 12:14:30], [INFO], [3MINDIA], Analyzing 3MINDIA
[2026-02-21 12:14:30], [INFO], [3MINDIA], F5 [FY2025 Q1]: 3MINDIA: Net Profit collapsed by 100.0% from FY2024 Q1 to FY2025 Q1.
[2026-02-21 12:14:30], [INFO], [ABB], Analyzing ABB
[2026-02-21 12:14:30], [DEBUG], [ABB], No flags detected for ABB
[2026-02-21 12:14:30], [INFO], [ACC], Analyzing ACC
[2026-02-21 12:14:30], [DEBUG], [ACC], No flags detected for ACC
[2026-02-21 12:14:30], [INFO], [ACMESOLAR], Analyzing ACMESOLAR
[2026-02-21 12:14:30], [INFO], [ACMESOLAR], F4 [FY2025 Q3]: ACMESOLAR: Low Interest Coverage Ratio of 1.58x in FY2025 Q3 (Threshold: 2.5x).
[2026-02-21 12:14:30], [INFO], [ACMESOLAR], F4 [FY2025 Q2]: ACMESOLAR: Low Interest Coverage Ratio of 1.10x in FY2025 Q2 (Threshold: 2.5x).
[2026-02-21 12:14:30], [DEBUG], [ACMESOLAR], No flags detected for ACMESOLAR
[2026-02-21 12:14:30], [INFO], [AIAENG], Analyzing AIAENG
[2026-02-21 12:14:30], [INFO], [AIAENG], F1 [FY2026 Annual]: AIAENG: OCF below Net Profit in 3/3 recent years.
[2026-02-21 12:14:30], [INFO], [AIAENG], F1 [FY2025 Annual]: AIAENG: OCF below Net Profit in 3/3 recent years.
[2026-02-21 12:14:30], [DEBUG], [AIAENG], No flags detected for AIAENG
[2026-02-21 12:14:30], [INFO], [APLAPOLLO], Analyzing APLAPOLLO
[2026-02-21 12:14:30], [DEBUG], [APLAPOLLO], No flags detected for APLAPOLLO
[2026-02-21 12:14:30], [INFO], [AUBANK], Analyzing AUBANK
[2026-02-21 12:14:30], [INFO], [AUBANK], F4 [FY2025 Q3]: AUBANK: Low Interest Coverage Ratio of 1.36x in FY2025 Q3 (Threshold: 2.5x).
[2026-02-21 12:14:30], [INFO], [AUBANK], F4 [FY2025 Q2]: AUBANK: Low Interest Coverage Ratio of 1.38x in FY2025 Q2 (Threshold: 2.5x).
[2026-02-21 12:14:30], [INFO], [AUBANK], F4 [FY2025 Q1]: AUBANK: Low Interest Coverage Ratio of 1.36x in FY2025 Q1 (Threshold: 2.5x).
[2026-02-21 12:14:30], [INFO], [AWL], Analyzing AWL
[2026-02-21 12:14:30], [INFO], [AWL], F3 [FY2026 Annual]: AWL: Revenue fell 11.9% while Debt rose 8.5% in 2024 vs 2023.
[2026-02-21 12:14:30], [INFO], [AWL], F3 [FY2025 Annual]: AWL: Revenue fell 11.9% while Debt rose 8.5% in 2024 vs 2023.
[2026-02-21 12:14:30], [DEBUG], [AWL], No flags detected for AWL
[2026-02-21 12:14:30], [INFO], [AADHARHFC], Analyzing AADHARHFC
[2026-02-21 12:14:30], [INFO], [AADHARHFC], F4 [FY2025 Q3]: AADHARHFC: Low Interest Coverage Ratio of 2.04x in FY2025 Q3 (Threshold: 2.5x).
[2026-02-21 12:14:30], [INFO], [AADHARHFC], F4 [FY2025 Q2]: AADHARHFC: Low Interest Coverage Ratio of 2.03x in FY2025 Q2 (Threshold: 2.5x).
[2026-02-21 12:14:30], [INFO], [AADHARHFC], F4 [FY2025 Q1]: AADHARHFC: Low Interest Coverage Ratio of 1.93x in FY2025 Q1 (Threshold: 2.5x).
[2026-02-21 12:14:30], [INFO], [AARTIIND], Analyzing AARTIIND
[2026-02-21 12:14:30], [INFO], [AARTIIND], F2 [FY2026 Annual]: AARTIIND: Negative Free Cash Flow for last 3 consecutive years.
[2026-02-21 12:14:30], [INFO], [AARTIIND], F3 [FY2026 Annual]: AARTIIND: Revenue fell 3.7% while Debt rose 10.8% in 2024 vs 2023.
[2026-02-21 12:14:30], [INFO], [AARTIIND], F2 [FY2025 Annual]: AARTIIND: Negative Free Cash Flow for last 3 consecutive years.
[2026-02-21 12:14:30], [INFO], [AARTIIND], F3 [FY2025 Annual]: AARTIIND: Revenue fell 3.7% while Debt rose 10.8% in 2024 vs 2023.
[2026-02-21 12:14:30], [INFO], [AARTIIND], F4 [FY2025 Q3]: AARTIIND: Low Interest Coverage Ratio of 1.47x in FY2025 Q3 (Threshold: 2.5x).
[2026-02-21 12:14:30], [INFO], [AARTIIND], F5 [FY2025 Q3]: AARTIIND: Net Profit collapsed by 63.0% from FY2024 Q3 to FY2025 Q3.
[2026-02-21 12:14:30], [INFO], [AARTIIND], F4 [FY2025 Q2]: AARTIIND: Low Interest Coverage Ratio of 1.55x in FY2025 Q2 (Threshold: 2.5x).
[2026-02-21 12:14:30], [DEBUG], [AARTIIND], No flags detected for AARTIIND
[2026-02-21 12:14:30], [INFO], [AAVAS], Analyzing AAVAS
[2026-02-21 12:14:30], [INFO], [AAVAS], F1 [FY2026 Annual]: AAVAS: OCF below Net Profit in 3/3 recent years.
[2026-02-21 12:14:30], [INFO], [AAVAS], F2 [FY2026 Annual]: AAVAS: Negative Free Cash Flow for last 3 consecutive years.
